,standard_smiles,source,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
29,N[C@@H](Cc1c[nH]cn1)C(=O)O,toxic,125.09375,115.75555555555556,122.7560975609756,109.48387096774194,118.08695652173913,123.13333333333334,97.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CCCCCCCCCCCCOS(=O)(=O)[O-],toxic,52.64556962025316,34.838095238095235,38.8921568627451,39.81720430107527,40.94047619047619,42.333333333333336,44.10606060606061,46.43859649122807,49.645833333333336,54.333333333333336,61.833333333333336,74.71428571428571,122.5,93.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,O=[N+]([O-])C=C1CCCCC1,toxic,84.2051282051282,66.07142857142857,67.50819672131148,102.52941176470588,165.75,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CC(O)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,toxic,104.4,99.52307692307693,106.7396449704142,96.83125,105.32413793103449,92.55284552845528,91.92857142857143,83.97222222222223,81.31372549019608,90.6875,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CC1(C)OC23CCC4(C)C(O)(CCC5Cc6c([nH]c7ccccc67)C54C)C2=CC(=O)C1O3,toxic,68.25185185185185,65.02631578947368,70.35882352941177,73.24,69.39939024390245,83.85433070866142,68.69444444444444,75.63333333333334,68.34210526315789,89.86842105263158,114.3913043478261,60.833333333333336,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,toxic,120.7,126.16666666666667,134.53846153846155,163.07246376811594,141.69014084507043,132.8450704225352,157.79545454545453,114.61764705882354,71.39473684210526,97.11111111111111,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1,toxic,126.82857142857142,99.67289719626169,112.70503597122303,127.27338129496403,115.62162162162163,111.75,102.06122448979592,103.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1,toxic,180.22222222222223,81.96153846153847,129.0,109.78947368421052,118.38888888888889,103.33333333333333,98.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,C/C=N/N(C)C=O,toxic,121.95454545454545,206.75,166.27777777777777,102.625,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,CCNC(=O)C(C)OC(=O)Nc1ccccc1,toxic,116.12727272727273,100.70422535211267,137.05714285714285,121.9,103.81818181818181,103.34,121.73469387755102,110.74418604651163,98.45161290322581,71.6923076923077,57.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
