,standard_smiles,source,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
53,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,approved,101.39393939393939,98.712,108.3780487804878,129.73652694610777,112.37724550898204,104.81463414634146,100.74626865671642,93.0,73.01503759398496,86.09638554216868,44.958333333333336,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,approved,92.3225806451613,76.04444444444445,102.6829268292683,109.60714285714286,136.61111111111111,103.42857142857143,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,CN(C)CCC(c1ccccc1)c1ccccn1,approved,115.97014925373135,82.25,91.0,86.96,95.06666666666666,113.61,90.01149425287356,69.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,approved,107.42105263157895,71.45132743362832,83.28378378378379,73.74242424242425,89.30357142857143,77.55932203389831,85.40425531914893,88.26470588235294,101.38461538461539,104.16666666666667,93.91666666666667,89.83333333333333,54.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,OC(O)C(Cl)(Cl)Cl,approved,31.428571428571427,60.13333333333333,109.71428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,approved,145.25333333333333,98.93577981651376,113.82539682539682,103.3963963963964,101.57943925233644,116.28440366972477,112.75,129.02061855670104,122.56,117.16,93.05,60.666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,NC(CO)(CO)CO,approved,46.13333333333333,62.214285714285715,43.111111111111114,73.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,approved,130.43589743589743,97.2280701754386,118.06060606060606,98.22448979591837,109.47368421052632,112.82758620689656,117.2,108.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,approved,126.07407407407408,105.85561497326204,122.33471074380165,103.27862595419847,107.90217391304348,110.7890625,107.10373443983403,105.36296296296297,111.47307692307692,103.16064257028113,102.31140350877193,128.46820809248555,107.88235294117646,81.67716535433071,109.20754716981132,132.86666666666667,74.625,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Nc1ccc2cc3ccc(N)cc3nc2c1,approved,170.65217391304347,100.8970588235294,129.02298850574712,106.046875,131.86363636363637,99.68181818181819,106.48148148148148,95.33333333333333,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,approved,122.15384615384616,104.76136363636364,120.36619718309859,108.37894736842105,99.60621761658031,119.91625615763547,133.07179487179488,105.77830188679245,101.04587155963303,118.6353591160221,107.51094890510949,105.13675213675214,92.04819277108433,71.76470588235294,66.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
