,standard_smiles,source
2647,O=C1O/C(=C\c2cccc3ccccc23)C(O)=C1c1ccc(Cl)cc1,experimental
2648,OC(CNc1ccccn1)c1ccccc1,experimental
2649,O=Cc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,experimental
2650,CCOC(=O)/C=C/C(=O)[O-].CCOC(=O)/C=C/C(=O)[O-].[Zn+2],experimental
2651,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,experimental
2652,Fc1ccc(-c2c[nH]nc2-c2ccnc(F)c2)cc1,experimental
2653,CCOCCOCCOCCOCCOCC,experimental
2654,O=C1c2ccccc2-c2n[nH]c3cccc1c23,experimental
2655,C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,experimental
2656,Cc1nc2ccccc2n1Cc1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C,experimental
2657,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)NCc4ccccc4)cc32)cn1,experimental
2658,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=C1/Nc2ccccc2C1=O,experimental
2659,CC(=O)CC(=O)O,experimental
2660,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Fe+3],experimental
2661,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCN(C)CCO[P@](=O)(O)OP(=O)(O)O,experimental
2662,Oc1cccc(-c2c(Cl)cccc2Cl)c1O,experimental
2663,C=C(N)C(=O)O,experimental
2664,O=C([O-])CC(O)C(=O)[O-],experimental
2665,Nc1ncnc2c1nc(NCc1ccc(Cl)c(Cl)c1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,experimental
2666,OCCSCCCCCCCCCCSCCO,experimental
2667,O=C(O)C(=O)Cc1ccc(O)cc1,experimental
2668,CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1,experimental
2669,Nc1nc(=O)c2c([nH]1)NC[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,experimental
2670,C=CC(=O)O,experimental
2671,O=C([O-])[O-].[Fe+2],experimental
2672,CC(=O)N[C@@H](CCCN([O-])C(=O)/C=C(\C)CCO)C(=O)OCC/C(C)=C/C(=O)N([O-])CCC[C@@H]1NC(=O)[C@H](CCCN([O-])C(=O)/C=C(\C)CCO)NC1=O.[Fe+3],experimental
2673,CCOP(=S)(OCC)OP(=S)(OCC)OCC,experimental
2674,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1,experimental
2675,O=C(O)CN1C(=O)c2c(c(C(=O)O)cc3ccccc23)S1(=O)=O,experimental
2676,[89Sr+2],experimental
2677,CCCC[C@H](CN(O)C=O)C(=O)O,experimental
2678,O=C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1,experimental
2679,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,experimental
2680,O=C(Nc1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1)c1ccco1,experimental
2681,O=C(NCCOCCOCCNC(=O)c1cc2cc(Cl)ccc2[nH]1)c1cc2cc(Cl)ccc2[nH]1,experimental
2682,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-],experimental
2683,O=C(O)C(=O)Nc1cc2ccccc2cc1C(=O)O,experimental
2684,CC(/C=C/C=C(C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,experimental
2685,CCC[C@H](N)C(=O)O,experimental
2686,CO[C@H](C(=O)CO)[C@H](O)[C@H](O)CO,experimental
2687,N[C@@H](CCCC[B-](O)(O)O)C(=O)O,experimental
2688,C[C@@H](C(=O)O)N1C(=O)[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]2C1=O,experimental
2689,O=C(O)CCCc1c[nH]c2ccccc12,experimental
2690,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(N)=O,experimental
2691,CCc1ccc(Nc2c(F)c(F)cc(F)c2F)c(CC(=O)O)c1,experimental
2692,NC(=[NH2+])c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl,experimental
2693,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(F)c1,experimental
2694,O=C([O-])C1=C[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@H](O[C@H]2[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@@H](O)O[C@@H]2COS(=O)(=O)[O-])O1,experimental
2695,C[C@@H]1[C@@H]2[C@@H](c3ccc(O)cc3)OC[C@@]1(CO)CC[C@@H]2C,experimental
2696,CCN(C)C(C)C=C(c1cccs1)c1cccs1,experimental
2697,O=C(O)CCCC[C@@H](S)CCS,experimental
2698,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,experimental
2699,CCCS(=O)c1ccc2[nH]c(NC(=O)OC)nc2c1,experimental
2700,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,experimental
2701,CN(C)C[C@H](O)COc1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,experimental
2702,COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC,experimental
2703,Cc1nc2c(=O)[nH]c(N)nc2o1,experimental
2704,O=P(O)(O)/C=C/CCSc1cc(F)ccc1O,experimental
2705,Nc1ccn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)[C@@H](CO)O2)c(=O)n1,experimental
2706,C[C@H](C=O)Cc1csc(N)n1,experimental
2707,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC,experimental
2708,O=C1[C@@H]2[C@H]3CC[C@H](CC3)[C@@H]2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,experimental
2709,C=C(OP(=O)(O)O)C(=O)O,experimental
2710,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCC[C@H]1C[C@H]1CCCCCC,experimental
2711,NCCCCc1ccccc1,experimental
2712,CC(=O)Nc1ccc(C(=O)O)cc1,experimental
2713,N[C@@H](CCC(=O)N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,experimental
2714,COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,experimental
2715,N[C@H](C(=O)O)[C@@H](O)C(=O)O,experimental
2716,Cc1c(Br)c(=O)oc2c(Br)c(O)ccc12,experimental
2717,O=C(O)CCCC(=O)N[C@H](Cc1ccccc1)[P@@](=O)(O)OCC(=O)NCCc1ccccc1,experimental
2718,CC(=O)ONC(=O)c1ccccc1O,experimental
2719,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC(=O)O,experimental
2720,CC[N+](C)(CC)CCOC(C)(c1ccccc1)C1CC2C=CC1C2,experimental
2721,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,experimental
2722,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,experimental
2723,NNC(=O)c1cn2ccc3ccccc3c2n1,experimental
2724,OC[C@H](O)[C@@H](O)CO,experimental
2725,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,experimental
2726,C[N+](CO)(CO)CO,experimental
2727,NC(=O)c1cc(N(CCCl)CCCl)c([N+](=O)[O-])cc1[N+](=O)[O-],experimental
2728,O=C1c2cccc3c(NCCO)ccc(c23)C(=O)N1c1cccc(Br)c1,experimental
2729,c1cc(SSc2ccncc2)ccn1,experimental
2730,C[C@]1(C(=O)O)OC[C@H]2O[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O1,experimental
2731,O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],experimental
2732,C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)C[C@@H]1OP(=O)(O)O,experimental
2733,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,experimental
2734,Cc1cn([C@@]23C[C@H](O)[C@@H](CO)[C@@H]2C3)c(=O)[nH]c1=O,experimental
2735,COCCOCCOC,experimental
2736,Cc1cc(=O)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,experimental
2737,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)(O)O)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,experimental
2738,O=P(=O)OCCC[O-],experimental
2739,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@@H](O[C@H]4CCC(=O)[C@@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1O,experimental
2740,O=C(NCc1cccnc1)c1cc(C(=O)NCc2cccnc2)ncn1,experimental
2741,O=C(O)c1ccc(-c2ccccc2Cl)o1,experimental
2742,CCCCCCCCCCCCCCCC=O,experimental
2743,C#CCNC(Cc1ccc(O)c2ncccc12)C(=O)OCC,experimental
2744,NCC=C(CCCCCN)SC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,experimental
2745,Cc1cn([C@H]2C[C@H](O)[C@@H](CN3CCCCC3)O2)c(=O)[nH]c1=O,experimental
2746,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c([NH3+])ncnc54)[C@H](O)[C@@H]3O)c2cc1C,experimental
2747,CCc1nc(N)nc(N)c1C#CCc1cc(OC)ccc1OC,experimental
2748,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(O)(=S)S)O2)c(=O)[nH]c1=O,experimental
2749,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,experimental
2750,CCCCn1c(Cc2ccc3c(c2)OCO3)nc2c(N)nc(F)nc21,experimental
2751,CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,experimental
2752,CON[C@H]1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,experimental
2753,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO,experimental
2754,COc1cc(S(=O)(=O)O)ccc1O,experimental
2755,CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O,experimental
2756,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,experimental
2757,O=CCCCC=C(C=O)CCC=C(C=O)CCC=O,experimental
2758,N=C1NC(=O)/C(=C\c2ccccn2)S1,experimental
2759,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,experimental
2760,CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,experimental
2761,C[C@@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21,experimental
2762,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,experimental
2763,COCCOCCOCCOC,experimental
2764,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,experimental
2765,COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(N)=O)[C@H]3c2ccccc2)cc1,experimental
2766,O=c1nc(NO)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,experimental
2767,O=C1N=c2ccccc2=C1c1[nH]c2ccccc2c1NOCC[C@H](O)CO,experimental
2768,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)O,experimental
2769,CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,experimental
2770,C=Cc1c(C)c2n3c1C=C1C(C)=C(CCC(=O)O)C4=[N+]1[Fe]31n3c(c(C)c(C=C)c3O2)C=c2c(C)cc(n21)=C4,experimental
2771,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,experimental
2772,Cc1c(CC(N)=O)c2cc(OCCCP(=O)(O)O)ccc2n1Cc1ccccc1,experimental
2773,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,experimental
2774,C[C@H](O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,experimental
2775,CC(=O)c1sc(Nc2ccccc2)nc1C,experimental
2776,O=S(=O)(O)O[C@@H]1[C@@H](O)[C@H](O)O[C@H](CO)[C@@H]1O,experimental
2777,NCC1(NC(=O)[C@H](CS(=O)(=O)N2CCOCC2)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1,experimental
2778,CCCCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,experimental
2779,Cn1c(N)nc2ncc(-c3ccc(O)cc3)cc21,experimental
2780,O=C(O)Cn1cc(I)c(=O)c(I)c1.OCCNCCO,experimental
2781,CCCCCC(=O)CP(=O)(O)O,experimental
2782,CCC/[NH+]=C(\N)NCCC[C@H](N)C(=O)O,experimental
2783,COc1ccc2[nH]c(I)c(CCNC(C)=O)c2c1,experimental
2784,C=C[C@@H]1C(C)=C2/C=c3\[n-]c(c(C)\c3=C\O)/C=c3\[n-]/c(c(CCC(=O)O)c3C)=C\c3[n-]c(c(C)c3CCC(=O)O)/C=C/1[N-]2.[Fe+4],experimental
2785,CCCCCCCC/N=C1\OC[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)N12,experimental
2786,CC(C)(C)c1cc(/N=N/c2ccccc2C(=O)O)ccc1O,experimental
2787,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccc(Br)cc1,experimental
2788,CC(C)[C@H]1SC(Nc2ccccc2F)=NC1=O,experimental
2789,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O,experimental
2790,C[C@H]1CNc2c(cccc2[SH](=O)=O)C1,experimental
2791,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)c1cccnc1,experimental
2792,Nc1nc(C(F)(F)F)ncc1CO[P@](=O)(O)OP(=O)(O)O,experimental
2793,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,experimental
2794,N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,experimental
2795,N[C@@H](Cc1ccccc1)C(O)[C@@H](N)Cc1ccccc1,experimental
2796,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,experimental
2797,CN(C)CC(=O)O,experimental
2798,CCCC(=O)SC[C@H](N)C(=O)O,experimental
2799,O=C(O)CNC(=O)Cc1c[nH]c2ccccc12,experimental
2800,C[C@@H](CC(=O)O)[C@H](N)C(=O)O,experimental
2801,CCCCCC(=O)OC[C@H](O)COP(=O)(O)O,experimental
2802,CC(C)[C@H](NC(=O)c1ccc(C(=O)NCC(=O)O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C,experimental
2803,O=C(O)COc1c(C(=O)O)sc2ncccc12,experimental
2804,[NH3+][C@@H]1C[C@H]1c1ccccc1,experimental
2805,N[C@@H]1CCOC1=O,experimental
2806,CCN(CC)CCn1c(Cc2ccc(Cl)cc2)nc2cc([N+](=O)[O-])ccc21,experimental
2807,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1C=O,experimental
2808,O=C([O-])CCC(=O)[O-],experimental
2809,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,experimental
2810,OCCc1ccc(F)cc1,experimental
2811,C[C@@H](c1cccc(O)c1)N(C)C,experimental
2812,NCCC(=O)O,experimental
2813,CCCCCCCS[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,experimental
2814,COC[C@H]1C[C@]2(C)[C@@H](O)CC[C@H]2[C@@H]2CCc3cc(O)ccc3[C@@H]12,experimental
2815,CC(C)(C)C(=O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS,experimental
2816,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)C,experimental
2817,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,experimental
2818,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O,experimental
2819,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)[C@@H]2CC[C@H]3C2)c1,experimental
2820,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,experimental
2821,O=C(NO)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,experimental
2822,NS(=O)(=O)c1ccc(C(=O)NCc2cc(F)ccc2F)cc1,experimental
2823,C[C@@H](N=C([O-])CCCC[C@H](N=C(O)CN)C(=O)O)P(=O)(O)O,experimental
2824,N[C@@H](C[NH3+])C(=O)O,experimental
2825,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,experimental
2826,N[C@H]1N=C(O)C(CCC[C@H](c2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)C(O)(O)C(F)(F)F)[C@@H](N)N1,experimental
2827,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,experimental
2828,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,experimental
2829,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,experimental
2830,O=C(O)CC(=O)N[C@@H](CS)Cc1ccccc1,experimental
2831,CCCCCNC(=O)[C@H](Cc1ccc(OC(C(=O)O)C(=O)O)cc1)NC(=O)N[C@@H](Cc1ccccc1)C(=O)O,experimental
2832,N[C@@H](CCCN[P@@](N)(=O)NS(=O)(=O)O)C(=O)O,experimental
2833,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,experimental
2834,Cc1ccc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nc2c1,experimental
2835,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,experimental
2836,CCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,experimental
2837,C[C@@]1(c2ccc(F)cc2F)OC(=O)N(Nc2ccccc2)C1=O,experimental
2838,N#C[C@@H](O)c1ccccc1,experimental
2839,CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CCN)CC2)c(C(C)C)c1,experimental
2840,CC(C)C[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1,experimental
2841,CC[Se]C(=N)N,experimental
2842,NC(N)=NCCCCNC(=O)c1csc(-c2cscn2)n1,experimental
2843,C[C@@H]1C[C@H](S(=O)(=O)O)N[C@H]1C(=O)O,experimental
2844,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,experimental
2845,O=C1N[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)N1O,experimental
2846,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,experimental
2847,CCCCCOC(C)=O,experimental
2848,Nc1ncccc1NCc1cccc(-c2cccnc2)c1,experimental
2849,CCC(CC)NC(=O)C[C@@H](C(N)=O)C(C)(C)C,experimental
2850,C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)[P@@](=O)(O)O[C@@H](Cc1ccccc1)C(=O)O,experimental
2851,c1csc(C2(N3CCCCC3)CCCCC2)c1,experimental
2852,O=C1CS[C@@H](c2cccc(Br)c2)N1c1cc(Cl)ccc1O,experimental
2853,CS(=O)(=O)OC[C@@H](OS(C)(=O)=O)[C@@H](O)[C@H](O)[C@@H](COS(C)(=O)=O)OS(C)(=O)=O,experimental
2854,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)/C=C/c2ccccc2)c2ccccc2S1(=O)=O,experimental
2855,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,experimental
2856,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21,experimental
2857,CCCCOc1ccc2cc(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)ccc2c1,experimental
2858,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](Cc3ccc(OS(=O)(=O)c4cccc5c(N(C)C)cccc45)cc3)C(=O)O)cccc12,experimental
2859,CCCCCCCCCCC[P@@H](=O)OCCCC,experimental
2860,Nc1nc(OC[C@H]2CCC(=O)N2)c2nc[nH]c2n1,experimental
2861,O=C(O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1,experimental
2862,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,experimental
2863,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,experimental
2864,N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)CC1C=Nc2ccccc21,experimental
2865,C[C@@H](C[C@H](C[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O,experimental
2866,[NH3+][C@H](CCl)C(=O)[O-],experimental
2867,Cc1ccc2c(c1)CC[C@@H](C[P@H](=O)[O-])O2,experimental
2868,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,experimental
2869,CCNC(=O)[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O,experimental
2870,CC(COc1ccccc1Cc1ccccc1)N1CCCCC1,experimental
2871,CNc1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc(CC#N)cc2)n1,experimental
2872,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)[O-],experimental
2873,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1/C=C/C(=O)N(Cc1ccc2[nH]c(N)nc(=O)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,experimental
2874,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,experimental
2875,ClSSCl,experimental
2876,Oc1ccccc1,experimental
2877,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,experimental
2878,CCCCCCCCCC(=O)O,experimental
2879,C[C@@H]1OC(c2cc(Cl)ccc2O)=N[C@H]1[C@H](O)CC(=O)O,experimental
2880,C[C@@H](Cc1ccsc1)NC(=O)NC[C@H](Cc1ccc(O)cc1)N(C)C,experimental
2881,CC(C)(C)C(=O)Nc1cccnc1C(=O)Nc1nccs1,experimental
2882,[O-]C1O[C@H](F)[C@@H](O)[C@H](O)[C@H]1O,experimental
2883,CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O,experimental
2884,Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc2ccccc12,experimental
2885,C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,experimental
2886,CCOC(=O)c1ccccc1O,experimental
2887,C[C@H](Sc1nc(N)cc(Cl)n1)c1cc2ccoc2cn1,experimental
2888,N[C@@H](CCCCNC(=O)O)C(=O)O,experimental
2889,O=S(=O)(O)O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](O)[C@@H](CO)O[C@@H]1O,experimental
2890,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,experimental
2891,COC(=O)c1ccc(NC(=O)NC[C@H]2CC[C@@H](C(=O)N3CCC[C@H]3CN)N2)cc1,experimental
2892,COc1cc(CS(C)(=O)=O)ccc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,experimental
2893,O=P(O)(O)OP(=O)(O)OP(=O)(O)O,experimental
2894,c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1,experimental
2895,CCCCCC(CCCCC)Sc1[nH]nnc1C(=O)O,experimental
2896,COc1cc(C)c(S(=O)(=O)NC[C@@H](O)[C@@H](N)Cc2ccccc2)c(C)c1C,experimental
2897,Cc1ncc(COP(=O)(O)O)c(CNOCC(=O)O)c1O,experimental
2898,COc1ccc(OCCCCCCn2ccnc2)c(Cl)c1,experimental
2899,O=P(O)(O)C(Nc1ccc(Cl)cn1)P(=O)(O)O,experimental
2900,Oc1cc(O)c2c(O)cc(O)c(O)c2c1,experimental
2901,CCCOc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,experimental
2902,c1ccc(Nc2nc(Nc3ccccc3)n3nccc3n2)cc1,experimental
2903,CC[C@@](C)(O)[C@@H](O)C(=O)O,experimental
2904,O=C(O)[C@@H]1CSCN1,experimental
2905,CC(=O)Nc1nc2c(s1)C(=O)NCCC2,experimental
2906,CN1C(=O)N(C)[C@H]2[C@@H]1N(C)C(=O)N2C,experimental
2907,COc1ccc(OC)c2c1c(C)cc(=O)n2C,experimental
2908,O=C(O)c1ccc(-c2ccccc2[N+](=O)[O-])o1,experimental
2909,C#CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)nc(F)nc21,experimental
2910,CCOc1cc(O[C@@H]2CCOC2)c(F)c([C@@H](Nc2ccc(C(=N)N)cc2)C(=O)O)c1,experimental
