,label,xgb_gapen,xgb_descri,lgbm_gapen,lgbm_descri
0,0.0,0.0008595605031587183,0.0003595542220864445,0.008537040693227253,0.0017481793971794138
1,1.0,0.9727628827095032,0.9870215058326721,0.9696791232029025,0.9439795066499068
2,0.0,0.0005015491624362767,0.0034784588497132063,0.01720817826091245,0.025653915052604313
3,0.0,0.0046373275108635426,0.011216390877962112,0.056725628651999344,0.03189725670662702
4,0.0,0.005168027710169554,0.005965195596218109,0.039606484429221815,0.014905433717992106
5,0.0,0.06003011390566826,0.16880352795124054,0.13941647649847946,0.14681534434814944
6,0.0,0.10495702922344208,0.0038001355715095997,0.18516431179104223,0.028314717425869166
7,0.0,0.10162154585123062,0.003963450435549021,0.1307423068133522,0.030798822074091143
8,0.0,0.03279823437333107,0.2126539945602417,0.14993316324267075,0.30869512575283087
9,0.0,0.8949477076530457,0.6399361491203308,0.7159303234000206,0.47215021660375794
10,1.0,0.6524043083190918,0.9819591641426086,0.5192143892491893,0.9491195482494209
11,1.0,0.9998264908790588,0.9991223216056824,0.9971860699331467,0.9977860983761837
12,0.0,0.3355737328529358,0.030003314837813377,0.3796805273147939,0.10297030693011333
13,0.0,0.057928700000047684,0.11086607724428177,0.23655602481006874,0.14579795021815256
14,0.0,0.02884470298886299,0.04944360628724098,0.30287407381038234,0.12055486740732067
15,0.0,0.002471817657351494,0.0006224312819540501,0.23044822561653472,0.005693587378506503
16,0.0,0.00111384445335716,0.0010498060146346688,0.006201467598260811,0.0014707498745265696
17,0.0,0.0010127100395038724,0.0009760694811120629,0.0067738103044033176,0.0014707498745265696
18,0.0,0.08771560341119766,0.5067922472953796,0.19950027524436928,0.4287199647427379
19,0.0,0.00031809869688004255,0.00022321172582451254,0.0020980124703323675,0.0009255584287515581
20,0.0,0.3380849361419678,0.32573410868644714,0.176617236624726,0.4022197459001555
21,0.0,0.0004188541497569531,0.00017668599321041256,0.011384471305318916,0.0018427036821795132
22,0.0,0.07314955443143845,0.07759649306535721,0.19044427247503717,0.2518783165249316
23,0.0,0.12794452905654907,0.019078603014349937,0.1693737167258053,0.05735538892082841
24,0.0,0.0008277225424535573,0.00015148517559282482,0.0029857632258468414,0.00044265480876590874
25,0.0,0.017156755551695824,0.01837247610092163,0.09755251122533175,0.01938095331940419
26,0.0,0.0007038641488179564,0.0008445027633570135,0.005338232659730481,0.0021207831465473496
27,0.0,0.07466333359479904,0.035838209092617035,0.27518654692098116,0.05805464608746906
28,1.0,0.9186450242996216,0.9753736257553101,0.8208016667330292,0.9310020814313736
29,0.0,0.03393801674246788,0.014311084523797035,0.12542029289839604,0.055987961988775696
30,0.0,0.0010502648074179888,0.0072111086919903755,0.09840808044116721,0.022669995956496568
31,1.0,0.9992638230323792,0.9688941240310669,0.9836313704265497,0.9827469383375896
32,0.0,0.0011460956884548068,0.00029842753428965807,0.0027210112511840277,0.0010055603833686653
33,0.0,0.0008014066843315959,0.004814932122826576,0.06869733500778383,0.013970793689860634
34,0.0,0.02029772847890854,0.0020178421400487423,0.09646793384625359,0.029542666627177225
35,0.0,0.0038046948611736298,0.006906571332365274,0.04601165847491838,0.020941460073167075
36,0.0,0.003506832756102085,0.003898829920217395,0.08155547905732886,0.009500253965167241
37,0.0,0.0011042855912819505,0.000109522370621562,0.012334854391461453,0.0008652553552328912
38,0.0,0.9488214254379272,0.8303617835044861,0.7903438397539175,0.7017135830750454
39,1.0,0.33053213357925415,0.8585689067840576,0.4334797340802468,0.6866963777452534
40,1.0,0.9997425675392151,0.9994940757751465,0.99640726278767,0.9985616517308642
41,0.0,0.05702562257647514,0.01648285612463951,0.22699122420677365,0.10154696219543712
42,0.0,0.00694890646263957,9.78140378720127e-05,0.059021246260012906,0.0012804456129306024
43,1.0,0.7666175365447998,0.451756089925766,0.536273753485899,0.6468534744725395
44,0.0,0.00016397783474531025,6.835888780187815e-05,0.005100208975888392,0.0008610094982515596
45,1.0,0.8156253695487976,0.9878571033477783,0.8907566798222899,0.9655042273175676
46,1.0,0.999963641166687,0.9995543360710144,0.9986312744535923,0.9987310429693282
47,0.0,0.0008848427678458393,0.0011077208910137415,0.03091836019940078,0.009694775543634866
48,0.0,0.003284171922132373,0.0020385095849633217,0.09326335773783978,0.017185250867704314
49,0.0,0.05288065969944,0.01957085356116295,0.14804546295464355,0.06135205171710354
50,0.0,0.014382531866431236,0.0007976418710313737,0.06251755840146742,0.006866680008353068
51,1.0,0.16124524176120758,0.8579771518707275,0.328318134739918,0.7399048523348508
52,0.0,0.002257075160741806,3.863685196847655e-05,0.03520643810807453,0.000653942386571324
53,1.0,0.9362420439720154,0.9983580708503723,0.9708132843647598,0.9952721830600078
54,0.0,0.0006016612751409411,0.0032646753825247288,0.0063599908852373195,0.016087410777564846
55,0.0,0.00041253946255892515,0.0002980195567943156,0.0029162993251320023,0.0010612389800562635
56,0.0,0.1914559155702591,0.4158920645713806,0.3797409618569271,0.4177024008650936
57,0.0,0.1301744133234024,0.031108146533370018,0.34690346229028507,0.0945461453008879
58,0.0,0.31757357716560364,0.002549645956605673,0.14203483970872507,0.010745615205165003
59,0.0,0.044182244688272476,0.8992898464202881,0.29128868346399817,0.9487473533248031
60,0.0,0.00046514300629496574,0.0003156134916935116,0.002515591915682076,0.0010644155233119723
61,1.0,0.8416323661804199,0.9253975749015808,0.8358150517388503,0.9397415093215976
62,1.0,0.11261411011219025,0.2051212191581726,0.2754452168556817,0.35264777104938155
63,0.0,0.020141996443271637,0.15114977955818176,0.23531403854981559,0.4018716101189552
64,0.0,0.09728008508682251,0.05973045527935028,0.2932626865556152,0.14352649616268381
65,0.0,0.0005779697094112635,0.0006064530462026596,0.005487354273744675,0.0023287236225183797
66,0.0,0.00027706142282113433,0.00020434241741895676,0.004473101351054956,0.0012191280710216017
67,0.0,0.0002951371716335416,0.0007081068470142782,0.0030643452281014804,0.0008225059978974225
68,0.0,0.0009572975686751306,0.0019862111657857895,0.07438517966816124,0.006864788045563452
69,0.0,0.0007355994894169271,0.042450208216905594,0.033638759868906506,0.11221138871927624
70,0.0,0.0007905783713795245,0.00020639217109419405,0.004411462146742087,0.0006367330452696622
71,0.0,0.0035192989744246006,0.01027474831789732,0.08243344901535707,0.013515323112681353
72,1.0,0.16989554464817047,0.07858344167470932,0.3702883918741652,0.15160141519907883
73,1.0,0.9996417760848999,0.9991963505744934,0.9963950931440492,0.9957814632403298
74,1.0,0.35533392429351807,0.9829627275466919,0.44076895569729024,0.9528630077476624
75,0.0,0.001631704275496304,0.0005602212040685117,0.009929047475618973,0.0017884449410452367
76,1.0,0.06772634387016296,0.070465087890625,0.5035402774700605,0.07150920014920993
77,0.0,0.49238234758377075,0.37586742639541626,0.5276383663794543,0.5123819828755743
78,1.0,0.9765449166297913,0.9134907126426697,0.8687454773775743,0.8590619126175086
79,1.0,0.9956284761428833,0.8847858905792236,0.9478177493909301,0.8475756988450129
80,0.0,0.015455474145710468,0.059483401477336884,0.061598928951841894,0.06744124596053541
81,0.0,0.021009910851716995,0.003065864322707057,0.15702955132033022,0.01808833676115694
82,1.0,0.022669965401291847,0.1512831747531891,0.24463803407953585,0.2473640416497343
83,0.0,0.18074777722358704,0.12681187689304352,0.7284477555919421,0.3632667212315453
84,1.0,0.35944777727127075,0.5772289037704468,0.47143016773265256,0.8271101157938986
85,0.0,0.10487189143896103,0.16597984731197357,0.16366129701454846,0.179172225439653
86,1.0,0.35125255584716797,0.1065637469291687,0.6948938099951304,0.20876504358280154
87,0.0,0.013077995739877224,0.010261766612529755,0.05645872366614579,0.06020946730175953
88,0.0,0.006767221726477146,0.003130723023787141,0.05173939783389458,0.038326217240560755
89,0.0,0.0019540947396308184,0.0005223311018198729,0.008539636795605824,0.0013175812978596007
90,1.0,0.08262107521295547,0.9720013737678528,0.285510790134243,0.9759467186736736
91,1.0,0.999638557434082,0.9995774626731873,0.9981054897382339,0.9984166002497776
92,1.0,0.8410496115684509,0.9916438460350037,0.9638455530393983,0.9648430147261424
93,1.0,0.4858468174934387,0.8461498022079468,0.45662854774054484,0.8221532099277398
94,0.0,0.011791320517659187,0.21377591788768768,0.15158754420191659,0.24233728649384192
95,0.0,0.013599582016468048,0.03128989040851593,0.15588221250578085,0.06774987951816071
