,test_acc,test_ba,test_f1,test_auc,test_mcc,test_sn,test_sp
gapen_all,0.8838280450358239,0.836893745665742,0.7690742624618515,0.9375548554524966,0.6927228697104425,0.73828125,0.9355062413314841
descri,0.9191402251791198,0.8967186958217753,0.8463035019455253,0.9654796669122747,0.7914545498710291,0.849609375,0.9438280166435506
gapen_all+descri,0.9160696008188332,0.8921189645457698,0.8401559454191033,0.96630859375,0.7832540477609045,0.841796875,0.9424410540915396
