,test_acc,test_ba,test_f1,test_auc,test_mcc,test_sn,test_sp
gapen_all,0.8700102354145343,0.8407580075416089,0.7585551330798479,0.9334643994885575,0.6701501079786114,0.779296875,0.9022191400832178
descri,0.9181166837256909,0.8916164615117892,0.84251968503937,0.9639857023665049,0.7872438489231655,0.8359375,0.9472954230235784
gapen_all+descri,0.9155578300921188,0.8942915113557559,0.8405797101449275,0.9606916663054785,0.7832391227857937,0.849609375,0.9389736477115118
