,test_acc,test_ba,test_f1,test_auc,test_mcc,test_sn,test_sp
xgb_all,0.9165813715455476,0.9088410735957004,0.8486536675951717,0.9647861856362691,0.7930978628962196,0.892578125,0.9251040221914009
lgbm_all,0.9042988741044012,0.9030385857316228,0.8313796212804327,0.9641753261529127,0.7695150944331152,0.900390625,0.9056865464632455
