,test_acc,test_ba,test_f1,test_auc,test_mcc,test_sn,test_sp
gapen_all,0.8561924257932446,0.8093522451456311,0.7215064420218038,0.8885533601334952,0.6247307865557001,0.7109375,0.9077669902912622
descri,0.9104401228249744,0.8731890928398058,0.8230535894843277,0.95232248504681,0.7640593793379254,0.794921875,0.9514563106796117
gapen_all+descri,0.901740020470829,0.8767418299237171,0.8146718146718146,0.952991586121706,0.7479245469431733,0.82421875,0.9292649098474342
