,test_acc,test_ba,test_f1,test_auc,test_mcc,test_sn,test_sp
gapen_all,0.8485158648925282,0.7991125606796117,0.7063492063492064,0.9042691086598476,0.6044531663460626,0.6953125,0.9029126213592233
descri,0.9140225179119754,0.8894723582697642,0.8362573099415204,0.9641902251647018,0.7779674759142403,0.837890625,0.9410540915395285
gapen_all+descri,0.9078812691914022,0.8733448552357836,0.82,0.9579895273491679,0.7585441812168844,0.80078125,0.9459084604715673
